,text,sarcasm_label
2785,Looking forward to mine and the boyfriends 2nd Christmas together!!:face_throwing_a_kiss::person_raising_both_hands_in_celebration::two_hearts:,0
2786,I love when folks call Brady a system QB but are THE BIGGEST Peyton Manning fans. .,1
2787,"Looking for @Stratoscale practitioners... Anyone out there, or recommendations?",0
2788,http://t.co/QLzEP7GbWJ #FLOOD OF #NOAH #HovindTheory #ICEAGE #Bible #Church #Christians #Jews #tcot #... http://t.co/VKqZgYGo2O,0
2789,@TheWarRoom_Tom I am sure this has made your day. LoL ,1
2790,Shit just keeps getting better and better!!! #ShouldOfStayedInBed,1
2791,102° fever. That's fun. ,1
2792,And the round ligament pain returns. Yay  #PregnancyProblems,1
2793,"@DailyMirror Great job on reporting on a mentally unstable man and calling him ""drug crazed"" ",1
2794,@anthonyboutall - Russell Brand discussed today how much his London mansion is worth..and Marx was married to a baroness  #scum #weak,1
2795,"@HoodCertified Hey, now. Her profile says ""I Heart Jesus"" so she can't be all bad.  @FOXDeportes @ErikaReidt",1
2796,"@Imranj_ logic is an invention by the kuffar, everything makes perfect sense. () Like monkeys stoning she monkeys",1
2797,"Just a hunch here,but I think Steven Gerrard is leaving,possibly going to the MLS  #hesnodeed",1
2798,"@deepgreendesign Well since he's basically an employee of the oil & gas sector, it would make sense that he operates this way.",0
2799,Just hangin' with ma dawg #eyesup http://t.co/Uz9vbwCvZE,0
2800,Sitting around listening to sad music really helps the depression. ,1
2801,Still awake sooo that's nice... ,1
2802,"Watching the move 'Begin Again' and the verisimilitude is overpowering, it's like I'm back in the 90s music business again.  ",1
2803,I love my mom ,1
2804,Some people just don't listen..Ah well guess they'll learn the hard way,0
2805,can you imagine being in high school today with a delusional dad making a fool of himself on the internet @ThePanda19720,0
2806,@ATVIAssist it's finally open XD I used a youtube video to help me :) Thanks very much ;) http://t.co/gaZvpumBcD,0
2807,"The funky taste of chocolate with the Chunky Monkey all just in a cup .|| George of the Jungle,Cup and a Lick",0
2808,"@_kaypro @bglassify Yes, fountain jumping sounds like a great January activity. ",1
2809,@FTVLive @tvagent I'm surprised my coanchor hasn't already nominated me for the worst list.,0
2810,Lol... That's real cute :unamused_face: ,1
2811,of course the day that it's a monsoon outside i have classes on and off from 10 AM to 8 PM #ilovelife ,1
2812,Late night snuggles with my boy :purple_heart::two_hearts:,0
2813,I just want to eat pizza and be with my friends for the rest of my life,0
2814,I'm in love with the cocoa:teacup_without_handle:,0
2815,"#Sagittarius know what they want, if they can have it, and they always keep on thinking bigger.""",0
2816,"@lawsondath92 @GregorRoberts0n @coach_carts @Cressy_36 @tozer_ben Come on lads, you're fucking better than this shite you keep showing",0
2817,I know that what I see |Is  what you see |What it is that I know feel and see is that the #time... http://t.co/iwMP39SjJ5,0
2818,@conorcoughlan_ Being doing projects for university all day! My life is sooooo interesting ,1
2819,@DylanBraddy @chels_2325 real tough to whoop dungeys ass ,1
2820,"By @imjayded_ "":fire::fire::fire:@dipmag Gears up to release its next issue:soon_with_rightwards_arrow_above: 'Wifey Series' with #covermodels... http://t.co/DQrKfjmYvL",0
2821,The power went out in Delano. #blackout in some parts.:white_smiling_face::party_popper: Still #HappyNewYear everyone. #besafe #goodnight,0
2822,Why does sue give bonnie anxiety and stress pills ,1
2823,Now I've written down everything I need to know it seems a lot more manageable. ,1
2824,@FunnyIines: DONT SAY ANYTHING JUST RT https://t.co/UOIlyHPt6G @MikeyOrosz,0
2825,Love it when I have a 10 minute wait on @Ticketmaster and as I reach no wait it knocks me back to 10 more minutes. Fantastic. ,1
2826,Funny Annoying You Men's Tee http://t.co/bDSBZ93PCc Great for family reunions! #funny  #tees,1
2827,@NewDay: .@JebBush considering a run for the @WhiteHouse: http://t.co/nq5JO2ZrQ6 #5Things http://t.co/HC74bNlZuT <shocking> <>,1
2828,@TyQuorshaaa: Jackie Just Had the Best Joke I've Heard In Awhile| :face_with_tears_of_joy::weary_face::see-no-evil_monkey::see-no-evil_monkey::see-no-evil_monkey:,1
2829,"I before ""E"" except after ""C,"" right? What about in ""W-E-I-R-D?""  #Tshirt #RulesWereMadeToBeBroken? http://t.co/9CFGuU4Q17",1
2830,@AstroDWJust I was only clarifying for my LEGION of other followers.  #NotForTheIntellectuals #DrHandsomeDennis,1
2831,Oh look at me! I'm making people happy! I'm a magical man from happy land! Who lives in a gumdrop house on lolly pop lane! ||,1
2832,@quiksilverindia The only place where you don't wanna sit on the seat that you earned. |#Dancing |#QuiksilverGoesSupersonic,1
2833,Those were some great last minute substitutions @TomCrean ,1
2834,"My family might find a giant lump of Ice sitting where I'm sitting right now. Transformation is nigher, my fellows.",0
2835,"The ultimate ""How to"" book..... http://t.co/u8fdrrDUXz",0
2836,Women getting hit on by married managers at @ChickfilA cracks me up  #Hypocrites #practicewhatyoupreach,1
2837,"Love how I came into work at 8 because Charlie said we were busy.... 3 people in 45 minutes,yeah we got this place packed Charlie. ",1
2838,@DrJaneChi: But what about white on white crime? It's like a ribbon in the sky...non-existent. ,1
2839,AAP said will declare AK candidate in last list but declared it before.This issue affecting India's GDP is termed as U-Turn by BJP #AK4Delhi,0
2840,I am so happy that Thad (the Lead Multiplayer Designer for Hardline) followed me XD,0
2841,Aaaaaaand...I left my work computer at home. Now I have to go get it. #BestDayEver ,1
2842,@LandODaFree It's no longer political.@BarackObama is setting the stage for all out race war.That is his only way he can succeed.,0
2843,"Salt n Peppa's Geico commercial is literally the best, ever. Only one that beats it is Hump Day.",0
2844,Today has been a blast,0
2845,How does #bigdata and #analytics look compared to the #cynefin cause/effect decision framework? https://t.co/LHSXbg8tL4,0
2846,Smh. Yesterday I was losing my voice. Today woke up with a mean ass cough and a headache :unamused_face:Christmas could be any better ,1
2847,#All #And #For #Hot  #Rachel #style #fashion|Please RT: http://t.co/02eC8FzuGA http://t.co/6bFvvn4QZ8,0
2848,Well that's me living till I'm 200yrs old!!! #sarci   #wit #low #constant http://t.co/8NzMFso9Do,1
2849,#chattyman never fails to make me laugh @chattyman #1 talk show on TV! #loveit,0
2850,Women do some crazy ass shit just to be with a guy and the least they can do for her is break her heart!| all but some.,0
2851,@GioneeIndia Latest album is Free The Universe #SupersonicWithGionee #Mumbai,0
2852,"Time for the post Christmas car wash, yay!!!  #friesenfamilychristmas",1
2853, EBOLA|BUT GREED AKA BADMIND KILLS EASILY AND QUICKQUICK http://t.co/qs6Ij3pBmS,0
2854,tramp shit #youoweme #follow  http://t.co/i0TxDIPTwA,1
2855,@EmWatson: Thank you @ELLEUK for having me on the cover of the Feminism issue. My favourite magazine cover ever. LorraineELLE X ,1
2856,A #Sagittarius will always chase what they want until they get it..|#keepgoing http://t.co/7vV4kwchRj,0
2857,Was pretty windy at the summit. Memphis loves the floppity ears while he watches the raptors soar #getoutside #yyj http://t.co/nQmIihtlll,0
2858,"I need to get up, but Sasha is way too cute!",0
2859,I fucked them really badly :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:|#AdvancedWarfare http://t.co/FKJaZVk943,0
2860,#NYPD  :worried_face::confused_face::crying_face::sleepy_face::disappointed_face: not cute #NYPDMutiny I am sure the citizens feel real safe  you showed us who you are.,1
2861,So @annabelluxford was on the pull on our spin today  interested #oops http://t.co/qGuZhHTXA4,0
2862,Harry's literally such a good person it hurts my heart BYE #InternationalHarryStylesDay,0
2863,"@ohmaddiie: @SooFunnyPost: do you ever wonder http://t.co/x7RBgH13ZK"":person_raising_both_hands_in_celebration::person_raising_both_hands_in_celebration:""this is some shit you would think of @juiccyy_j :face_with_tears_of_joy:",0
2864,What normal people see vs. what I see @HaleyDinkel http://t.co/1TY3hEMkW1,0
2865,"@erinava as long as it's for taste purposes, that works for me. Are there any meats you like?",0
2866,These guys are just amazing #gottalisten @cindybm2 The Allman Brothers Band - Stormy Monday ( At Fil...: http://t.co/GCaqwt2A50,0
2867, #Bra #Fitting #Guide #How #diy #crafts|Please RT: http://t.co/aw58siFjFF http://t.co/ZwX1w60mIU,0
2868,Parking meter obviously forgot to get its own parking ticket.  http://t.co/fa0ypoYOSx,1
2869,"But hey, 1 study guide for chemistry down 5 to go",0
2870,Grace: this is my barf bag.|Me: why do you have a barf bag? |Grace: because sometimes when i see people i feel like vomiting.,0
2871,@HeatherVHanson Oh funny. I saw that crowd! We were just there for dinner.,0
2872,review ,0
2873,@TawnyaCSmith sounds like soooo much fun! ,1
2874,@dawnlawsonaz Here's a list. Lots of great choices to help #Coyotes win a cup next year.  http://t.co/iERZ24GyWS,1
2875,#NBA players #NY support protests of #police killings/sure #money donations for #college WB coming   http://t.co/WothDOXXeM,1
2876,@sommelierkeith hope you had a nice Xmas babes X,0
2877,Love hanging out with my dad,0
2878,@alyssaanicoleL this Friday  lit,0
2879,Looking forward to new year :D,0
2880,you're so sweet ,1
2881,"@srossi72 @RFerdenzi I wish son. like I said, twitter, wit on twitter and the magic of photos that are  3D = smoke and mirrors effect.",0
2882,@AdamRubinESPN # SHOCKING ,1
2883,Check out my latest blog post on MyFairDaily: Pins That Really Work!!! http://t.co/6e4lh0Wjjj #lbloggers #lifestyle #pinterest #triedandtrue,0
2884,I'm not going to survive today w/o breaking down in tears at least twice and possibly passing out. All nighter @the library was a bad idea.,0
2885, much!!,0
2886,@CamInman @BeeJayCee02 we all know how well we did under Erickson. ,1
2887,I give people a break 2 say that without my supporting cast that none of my works would of made it is tosh. Did nobody get #Extras ,1
2888,Lord have mercy on us. The world's most powerful nation is ruled by two families. #Bush #Clinton #wasps #elxn2016 http://t.co/32ao1G9H5V,0
2889,@davidvitty to watch re blues? Chelsea's of course ,1
2890,This gone be some fire ! :fire:Jan 24th #getlifted http://t.co/X9ZJ0unHzl,0
2891,Happy Monday all!  #pbloggers #mbloggers,1
2892,#notcies #eu Foreign Affairs Committee MEPs to discuss Lebanon with prime minister http://t.co/vO8qmlP1Gv,0
2893,I love how sometimes I am skipped over so the greeting replies are just towards Odin but not me. ,1
2894,Try to ring @heatherbeech about a plumbing issue. Her phone goes off upstairs with Super Mario theme tune  #retrogaming,1
2895,.@CelticOwlWisdom Alert the media! Some guy on twitter has un-cited proof that evolution is wrong! Let's get his Nobel prize ready! ,1
2896,Chasing my dog though the house  fun,0
2897,SmartPhone APP PAYS you!|see- http://t.co/Q2WB7riAvK||#Sprint #Verizon #folloback #tcot|Go 2: https://t.co/cpJZkEgNe7 http://t.co/pbleX7OWEX,0
2898,Too bad her cube doesn't have a door. - @NickEppley ||#bestcoworkersever  @AndyHawbaker,1
2899,@CryptoDabbler @CoinMKTCap @CoinTelegraph you talk about biased behavior. go read some of the paid articles about paycoin. ,1
2900,Execute commands the beginning of a job but it is used to end a person's life Now that's ,1
2901,@Pret hmmm interesting 'jury's out' but edging towards the right side of 'favourable' !! #hopethathelps,0
2902,"What a lovely morning, #Delhi government bans #Uber - looks like rape will stop in Delhi now  #aretheyserious",1
2903,Well @grantolding I watched'Making of' clip about Drive Rescored. Now I see how easily composers do it!  http://t.co/GkcYRuLCpM #,1
2904,I'm not staring at your boobs hun..I'm looking at your heart #relax,0
2905,Fun fact: I have a color guard rifle named Stitch after I got stitches from it plus Stitch is my fav!,0
2906,@crazyshikoh yes :thumbs_up_sign: the taste .. The slight aroma of the tea :smiling_face_with_heart-shaped_eyes:,0
2907,"@enigmaniac1 amen, bless you Huda, means a lot. You too.",0
2908,@sunayas @HC_Men Hey maybe you can reach the scoreboards and fix their latest issues ,1
2909,Just a had a Bruce Springsteen flashback. *shudder* @HeyAmie @GirlFromThe216 @lexus1scott @masongoodman @Case4Cleveland,0
2910,"#Twitter pushes people to read, while #Facebook pushes people to breed.|#TrueFact ",1
2911,Thirst will make you settle for a grenade bruh,0
2912,Throwing up on Christmas morning is my ideal way of spending it. ,1
2913,"@ADavies_10: @arnie_4 great seing u mate, thanks for the cheap shot :winking_face: safe trip back :clinking_beer_mugs::clinking_beer_mugs:||Dry train why we lost :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: ",1
2914,I just love freezing rain. ,1
2915,@IAmGiantArmy #me and #change were not friends I still need #time,0
2916,"Going to sleep, hope #sydneysiege is sorted out in the morning",0
2917,#pick #up #linez  to use|Boy:When u smile its like the sun|Girl:Awe|Boy:because ur teeth are so yellow|;),0
2918,I see Toledo made a good name for itself last night ,1
2919,So lakeside was like 7million scavengers  all in 1place #hadfun  #neverboxingdayshoppingagain,1
2920,"Religion is unfounded, else, Allah would have saved the kids. . @tariqmushtaqkh @nicpradhan #PeshawarAttack #PakSchoolSiege",1
2921,#YesCracker @Optus - come on - is it 1999? Server too busy..... #FAIL #SPAM http://t.co/v5O2Vuyh7t,0
2922,It is so  nice knowing you have everyone's back and yet no one has mine.  ,1
2923,Thanks bus. Thanks for telling me where I am. So helpful.  ,1
2924,Come on #OrionLaunch - it's 1am in Australia. Us down-under #geeks need *some* sleep,0
2925,Nice to see Dwight yorke being his normal impartial self as usual #villalovein   #AstLei #lcfc,1
2926,It's gonna be a great day :smiling_face_with_open_mouth: ,1
2927,I always can't wait to see how  works. #IfYouKnowWhatIMean,1
2928,"I am also going to enjoy two beers, while sitting in my car. That is  illegal. What was done to me at USC Medical, and at Penn Mar, is.",0
2929,@Ant_Ay_It I'll snap at you if you tell me what to do again!|:face_with_tears_of_joy:  #funnyGuy,1
2930,|Jihadi killers in #Ottawa #Sidney & #Peshawar are rogue acts while|FratBoy UVa Rapists are symbolic of deeper societal flaws...|#tcot,1
2931,"August has the most birthdays, February has the least and most of the serial killers are born in November!||-so dont mess up with me|#nov26",0
2932,am really fuckin paying for it today #tequila #is  #the #one,0
2933,Still feeling sorry for myself about being to ill to go out last night!!! :loudly_crying_face::crying_face: here's my memories from... http://t.co/I3fIk1k6ek,0
2934,Coffee and Fiber One. It's worth getting up for. ,1
2935,Another new politician in the state with a social science degree and a liberal arts diploma... Just what we need  #greensfail,1
2936,@ChristianCalls1 @serr8d @ShawnSt51128037 that wasn't a choke hold the officer was trying to keep #EricGarner from falling forward. ,1
2937,@LittleLizardG @DiamondMinecart your Irish fans can't wait.... Impossible to get ticket ... Boo hoo!,0
2938,"@rcarrick: Gas below $1 per litre in Ottawa. Happy holidays. http://t.co/jJisVrSaGY ... Yes, crisis averted ",1
2939,@hoplitnet The fact that Whites are prone to universal thinking is actually racial in and of itself. ,1
2940,@adooley3544 is so funny rn:smiling_face_with_open_mouth_and_cold_sweat: ,1
2941,I need to do something legendary this winter break,0
2942,Prunes toffee and effervescent goodness.. - Drinking a Delirium Nocturnum @ Memphis' Pint & Dram - http://t.co/wh6PDRNR8a #photo,0
2943,Happened in my culture competency class...I couldn't continue to argue with ignorance  <- my face in class http://t.co/IAjhIxSObb,0
2944,I just watched a #Fitbit commercial followed my an #IHOP commercial advertising a belgian chocolate mousse crepe. ,1
2945,"All I want for Christmas is..the complimentary coaster offered by the title insurance company if I generate a ""Quick Quote"" to myself. ",1
2946,@mel78carey I'm not a Lohan anymore :grinning_face_with_smiling_eyes: detox now for 4 weeks new me! 1 week tomorrow :face_throwing_a_kiss:,0
2947,i hate it  http://t.co/iywGaSqrl0,1
2948,If we could stop losing planes that would be great.,0
2949,"oh yeah, that was funny as hell too, @HondoLane @brownbearmike1 @billvanglahn @Dolphin__Man @SpringThunder @TimOwensby @RBRNetwork1",0
2950,"Everyone has got a selfie stick this year. I've had one for ages, just saying  #mainsteam #TrendSetter",0
2951,@xiaomi has passed @uber as the world's most valuable #startup! #growth #nyc http://t.co/3b7F9RoSAW,0
2952,@xvictorialeighx @annagmorey what the hell ever.,0
2953,@JenWilliamsMEN @PolicyGMCVO he captures the spirit of devolution so well ,1
2954,Sorry this doesn't make any sense why make it even more tough? That's going to produce more players..  http://t.co/rjRLAQHwyd,1
2955,I'm really excited for tomorrow because that means the assignments and responsibilities of today will be over.,0
2956,@RachelRyan_ @jamieyuccas @lifetimefitness @WCCO they better!,0
2957,I'm kinda missing summer @barbiegirl678 .|.|.|#summer #2o14 #bestie #alena #bestfriend #idek #we #cool  #chips #food #followme #ifoll...,0
2958,Someone had a great sense of humor  #TheyGaveMeTCUColorsForChristmas http://t.co/kUNO4OrUPA,1
2959,@saintsfootballc: Wenger slams referee http://t.co/HJMbnHaPMf (Sky) #saintsfc ha ha ha ha for being too blatantly bias towards them?!,0
2960,Good morning all!||@LivingQWales @RightSurveyors @VTUK @JewelleryWeb @jbboats @shaunesden @cwconclub |http://t.co/nJ1iOYg5Ex,0
2961,"Torbay #Dementia #Action #Alliance: '#Living With Dementia,  #Dying From It' - Peter JS Ashley",0
2962,@KevDGrussing Makes me so proud to be an American ,1
2963,Who would've imagined that #jakeplummer smokes weed regularly??  #outsidethelines,1
2964,"Well done @Conservatives, you're doing a great job  ""@SkyNews: A&E Waiting Times Worst Since Records Began http://t.co/bKkeZqtEuL""",1
2965,Why can't I (You) retweet my (your) own tweets? This is an important issue that needs to be resolved! ,1
2966,Nice soak in the bubble bath :face_throwing_a_kiss::face_throwing_a_kiss::face_throwing_a_kiss:,0
2967,Thank you @wizards_magic.  Requiring Facebook to participate in Twitch Chat is really a good way to push away interested players. ,0
2968,@itssocakey you cant score goals sitting on the bench or 15/20 min max its hard pal fill sorry for him,0
2969,"#Blame #Bad #Luck,  #Genes #as #Cause #of #Most #Cancer #Types. Here's #Why: Heredity and environmental factors... http://t.co/B4M19gf5U0",0
2970,Stop being the fan. And be the person blowing minds. ,1
2971,Huge for @TomPelissero RT @FallonTonight Congrats to today's #12DaysOfChristmasSweatersContest winner @sarapelissero! http://t.co/HI0ja9f5NQ,0
2972,@kobebryant  don't you see the  for call teammates soft when you haven't been to practice in 2 weeks?  #overpaid.,1
2973,#sundayfunday #mylove #mermaidlove #newyear2015 @ Rockefeller Center http://t.co/jKgE7NTRni,0
2974,The people supporting police violence seem to be the same assholes that scream about government over-reach.  #cognitivedissonance,1
2975,My glasses are blinding me. ,1
2976,"Facing Health Crises, India Slashes Healthcare http://t.co/StayhEk5O1 #GoodGovernance  #NaMo #GoGo #BureDin",1
2977,Morning cry session with my roomie. Today's going to be a great day. ,1
2978,#Cuba #sees #long #struggle #ahead #before #U.S. #lifts #embargo. http://t.co/6VPoREcJcX via @reuters,0
2979,@studioloraine always a worthy choice @UMN_Give @UMNChildrens @sciencemuseummn @TheSoapFactory,0
2980,Hi @BDUTT not a single vote was polled in 3 polling stations of Kulgam #Kashmir & im tuned into @ndtv :p thnx  #KashmirBoycotts,1
2981,"Ah, a week until my next medschool interview :grinning_face_with_smiling_eyes:",0
2982,On #HumanRightsDay #Manchester takes first steps towards independence https://t.co/NI6wsFMbc6 .@The45Storm .@AntiFrackingSCO #NotOnwWell,0
2983,#Christmas  #been #the #best @ West Monkseaton http://t.co/rQDZOtrANj,0
2984,Writing an article on mood enhancing foods. Telling people what to eat to be happy ,1
2985,@98_florence @ConnorMcDonough @TobyMcDonough ||#TSU website now worth $1.5 Million!||people get paid for posting!||http://t.co/OXybfwwWb6,0
2986,That moment when someone accidentally deletes everything on your phone #BestChristmasEver ,1
2987,I love the meaningful messages of automake. ,1
2988,Fuck getting a flat tire and my car dying coming home from work at 5am. Thanks god for my friends. Great way to end/start my day ,1
2989,Spilled milk onto my boob. Oh the .,1
2990,@KeirSimmons  another Bush in the Whitehouse.,0
2991,"@KateUpton, You ARE pretty so I better play your ""free"" #SkinnerBox game. I'm sure it won't ask for my money after a few levels. ",1
2992,Ã¢ËœÅ Find out about some of our Hip Hop mixtape promotion packages http://t.co/VR5hZyjISP,0
2993,Well throwing up at 6:00 am is always fun :white_smiling_face:| ,1
2994,2 1/2 hour nap then up for a ct scan at the hospital. perfect timing. ,1
2995,It's nice to see continuity in our gender struggles. ,1
2996,Sad to hear about @StuartScott passing. His family and friends are in my prayers today. #rip @espn,0
2997,When I'm doing my hw at the same time with watching series. #1am #now #still  #finish #my #work! # http://t.co/4EQjloPwnX,0
2998,The routine texting irks my nerves the most but I guess it's the thought that count  #needAnewRoutine,1
2999,@MrJamesFortune I didn't know the severity of what you were charged with. I just read it on the Internet. Praying for you & your wife.,0
3000,I have such a wonderful gf! ,1
3001,Who ever thought moving in the middle of December would be so peaceful? ,1
3002,Retweet @Singleoloy101 to have a book signing & screening in your area. http://t.co/zNVC7fpIFf http://t.co/cJzSivQSWx,0
3003,Oh ffs my body clock is f'd #iwanttosleep,0
3004,"Sooo mad right now, great way to start my day ",1
3005,"I'm the guy for you Brooke Davis. #OneTreeHill this story is sad,thrilling and confusing. But I love it!:smiling_face_with_heart-shaped_eyes:",0
3006,@joehaesche thanks for the wake up wrap and coffee this morning!! #CheapBastard ,1
3007,"Hehehehe ""@Trevoredgar86: @nealcol @LFC what a shame """,1
3008, RT @TraSPN: Should be great watching Miami try to block Sweat and Featherstone off the edge next two years. Real fun stuff,1
3009,@kradlum which would ALSO push rates up :) isn't this a fun game? ,1
3010,Gareth's polar opposite is a chicken-loving vegetarian :face_with_tears_of_joy::hatching_chick:  #Bones @andjwest,1
3011,Every wondered what's the Turkey's take on #Thanksgiving? http://t.co/8fTsTAoTa1 http://t.co/UrNbvuxYYN,0
3012,I am extremely excited to know what Reza Aslan and CJ Werleman think about what happened in Pakistan #PeshawarAttack  ,1
3013,I'm getting excited about Mexico now. ,1
3014,@TomBull114 are you looking at the wrong profile picture?,0
3015,home alone aka turn on all the lights #scaredycat,0
3016,@KimKardashian actually cropped out her daughter in this pic for a selfie :see-no-evil_monkey: #topmum  http://t.co/lfxHIlkZEV,1
3017,@TheKaranPatel u might b d bigest fan of srk but i find u better actor than him sayng it just fr sayng but realy mean it#expression king,0
3018,Friday morning lecture on blood :smiling_face_with_heart-shaped_eyes::smiling_face_with_heart-shaped_eyes::smiling_face_with_heart-shaped_eyes::smiling_face_with_heart-shaped_eyes::smiling_face_with_heart-shaped_eyes::smiling_face_with_heart-shaped_eyes: ,1
3019,.@doctoratlarge yeah. Tones are the most obvious things in tweets. ,1
3020,http://t.co/qVxNOdpa3Z #TeenAnalCasting #Highway Highway 69 &#8211; Disturbed (Dedicated to a girl raped on 16/12/12),0
3021,@nypost I should sue my parents ,1
3022,Great start to the morning  #flattire,1
3023,Final projects ugh |Keeping me from being productive.| #butnotreally,1
3024,"@myrcurial: @amz__123 Aaaaaamd what time is your bedtime? >better  tweet Dad at night from my house. I don't want to get in trouble!
3029	1	Can't wait till my birthday 
3030	0	Clovis Cartoon, Tuesday, December 09, 2014 http://t.co/iJMbPmOwVL #jamaicaobserverandroidapp via @JamaicaObserver. a real McCoy
3031	1	Just now layin down to go to bed.|College is great guys. It doesn't stress you out or keep you up at night at all. Or make you cry. 
3032	0	Pretty sure I just sat behind @sorensensci in the McDonald's drive through and peeked to see movie what was playing :face_with_tears_of_joy:
3033	0	@SenRandPaul #ChrisChristy will  do well among republican voters.#JebBush, I think he could do well, democrats don't like him.
3034	1	nights like tonight are the only reason I'm able to carry on to the weekend #SUCHAGOODWEEK 
3035	1	wow I love how frizzy my hair gets 
3036	0	@dbrauer #GoodMorning! @FromTheBarn @Jontevlin @plattMSP @mplsgilyard
3037	0	Hate them roulettes me there heavy
3038	1	@NESRetku Joke of the year congrats! #Kuivaa  :/
3039	1	@gilester haven't you used the don't you know who I am"" line yet.... ",0
3025,girls put so much effort in dressing nice for school..I'm over here in my oversized sweats and vans #maybetomorrow ,1
3026,@TravisRodgers Christmas as an adult with broken family. Just awesome. Nothing like your stepsister with 9 kids.. ,1
3027,It was so incredible to hear Justice Ginsburg speak today. She truly is an inspiration.,0
3028,"We need a #Democracy  #CoPocracy!!! #Police, #MorningJoe! #BlackLivesMatter #DemocracyMatters #Ferguson #EricGarner",0
3029,": When some police officers pursue ""daring"" villains the way abusers pursue frightened prey. #Police_officer=#Abuser #Villain=#Prey",1
3030,Cool. ,1
3031,#Putin #says #Russia #won't #be #intimidated #over #Crimea. http://t.co/UtmhPWgAtO via @reuters,0
3032,Just received an email that I am the heir to the Nigerian Petroleum Corporation. I should immediately send them all my bank info. ,1
3033,"Race 5 at Sandown dogs tonight sponsored by ""Dandenong Budgie Club"" |Hope that's a joke.|Love a seat at that table  #nerds #getalife",1
3034,i just loove when my guy friends give me thorough descriptions of their bowel movements...  #WHY #STOPTHIS,1
3035,so I have pink eye. I'm sooo excited about it :/ ,1
3036,"@BanjoPla @bassem_masri .@SLMPD has warned @NewYorkFBI about Bassem.Heck, they might already know him! #Ferguson #NYC",0
3037,Pulis turned down #NUFC cos he wants to spend a load of money on 30 year old journeymen. Parish wouldn't let him & neither would MA. #cpfc,0
3038,Mary is not having that shit whatsoever. #done #shesdone :information_desk_person: http://t.co/WHFq8xtlGR,0
3039,@SunderlandAFC @LFC great days there under Wilko. ,1
3040,Friday hilarity: the CSO of #Sony just picked up a @TechTarget award for #security http://t.co/9mD7jwZ9fm  #SonyHack,1
3041,@CBCHereandNow Whoa! I hope Dione Taylor got a standing ovation for that performance. Incredible voice.,0
3042,They seemed to have found an alternative use for the bible #Hotel #NewYears  #Religious http://t.co/hOj8Sc5tw4,0
3043,Dog for dinner anyone? #Cultivo #Letchworth not bringing my kid here again,0
3044,@lorickson n the  is the promotions r by human n not by the religions. For strictly speaking all religions believe it is the right 1.,1
3045,Drudgery personified #commuterprobs #northernline #tfl http://t.co/saDbKdqISx,0
3046,"Damn I lost a lot of followers, probs cuz I don't tweet much related to @ranceypants anymore",0
3047,@di_mac1 Sorry butt ,0
3048,Now gonna enjoy this day with my babies!!:victory_hand:️,0
3049,I refuse to be weak... #workout #motivation #fitfam http://t.co/rk4iq1eOU7,0
3050,@iHrithik |do 4 fans!|http://t.co/TVgJXJy9DH|SmartPhone APP PAYS you & YOUR FANS!!|See-http://t.co/AlppO5hIe5 |Go 2: https://t.co/3D4325qzyr,0
3051,@karentraviss a ghostwriter? Shocked... ,1
3052,http://t.co/nzK3dNmOAD Having sooo much fun in math :face_with_tears_of_joy: #math #class #drawing #music #eye #snowflake #flo... http://t.co/gEKOKAACXI,1
3053,Confucius Motivational Quotes FREE ANDROID APP http://t.co/qJlC67VgbW,0
3054,@y_al_yahya Doubt I was the first to block you. But you pretend good.  @Brainman365 @Waypoint5 @alcoolafiction @AtheistQ @Atheist_Eh,1
3055,group message with bbc to start off my morning thanks Hannah :-) ,1
3056,@wizkhalifa: Tried to spell beeyotch and iPhone made me spell Beyoncé. That's fire.,0
3057,@jayduhhh_ find me one of those costumes for him and we will :face_savouring_delicious_food::face_with_tears_of_joy:,0
3058,@AliceOfLaLaLand I was using ,0
3059,Westbrook 16 points on 42 shots ok ok I see you working ,1
3060,Hello indoor lung nice to see have to you back.  :runner::expressionless_face:,1
3061,So you think anime is for kids... Tell me again how many times you have seen Frozen #anime #is  #for #kids #Frozen,1
3062,#notcies #eu Moscovici quizzed on extra time for three EU countries to hit eurozone targets http://t.co/abMSD156Cl,0
3063,So fucking excited to be the 5th wheel for another New Year's Eve!!!! Can't blame anybody but myself for being super picky re: men ,1
3064,Going to the game tonight by myself sounds so fun ,1
3065,"@stuhirst well, people did ask where would have been without McCormack, and here we are",0
3066,What is most important today is not family or health but rather NBA action. ,1
3067,@twitterlessTROD has the best pickup lines ,1
3068,@TMobileHelp Why does a iPhone purchased at full-price still need a mobile device unlock code to work internationally?  #uncarrier,0
3069,hope  better#hope#tokyo by nic_kill http://t.co/siH8czvVGw http://t.co/6RDIxdNATI,0
3070,Can I get an AMEN??! http://t.co/HQJ0hQLRrj,0
3071,"Final at 7am, I'm ready ",1
3072,Wow writing 3 reviews on 3 concerts I didn't attend is exactly what I want to be doing right now instead of sleeping ,1
3073,Ready for the tax final ,1
3074,@TheSunShowbiz @ScottishSun Love her. please publicise her more. ,1
3075,But of course #lucky13 #myloves #sundayfunday #lastsunday2014 http://t.co/XHjP5U11dK,0
